entity_id,state,last_changed,local_ts,hour,night_date
sensor.lounge_airq_pm_10,3,2024-10-01 03:00:00+00:00,2024-10-01 06:00:00+03:00,6,2024-09-30
sensor.lounge_airq_pm_10,2,2024-10-01 19:00:00+00:00,2024-10-01 22:00:00+03:00,22,2024-10-01
sensor.lounge_airq_pm_10,2,2024-10-01 20:00:00+00:00,2024-10-01 23:00:00+03:00,23,2024-10-01
sensor.lounge_airq_pm_10,1,2024-10-01 21:00:00+00:00,2024-10-02 00:00:00+03:00,0,2024-10-01
sensor.lounge_airq_pm_10,1,2024-10-01 22:00:00+00:00,2024-10-02 01:00:00+03:00,1,2024-10-01
sensor.lounge_airq_pm_10,1,2024-10-01 23:00:00+00:00,2024-10-02 02:00:00+03:00,2,2024-10-01
sensor.lounge_airq_pm_10,1,2024-10-02 00:00:00+00:00,2024-10-02 03:00:00+03:00,3,2024-10-01
sensor.lounge_airq_pm_10,1,2024-10-02 01:00:00+00:00,2024-10-02 04:00:00+03:00,4,2024-10-01
sensor.lounge_airq_pm_10,1,2024-10-02 02:00:00+00:00,2024-10-02 05:00:00+03:00,5,2024-10-01
sensor.lounge_airq_pm_10,1,2024-10-02 03:00:00+00:00,2024-10-02 06:00:00+03:00,6,2024-10-01
sensor.lounge_airq_pm_10,1,2024-10-02 19:00:00+00:00,2024-10-02 22:00:00+03:00,22,2024-10-02
sensor.lounge_airq_pm_10,1,2024-10-02 20:00:00+00:00,2024-10-02 23:00:00+03:00,23,2024-10-02
sensor.lounge_airq_pm_10,1,2024-10-02 21:00:00+00:00,2024-10-03 00:00:00+03:00,0,2024-10-02
sensor.lounge_airq_pm_10,1,2024-10-02 22:00:00+00:00,2024-10-03 01:00:00+03:00,1,2024-10-02
sensor.lounge_airq_pm_10,1,2024-10-02 23:00:00+00:00,2024-10-03 02:00:00+03:00,2,2024-10-02
sensor.lounge_airq_pm_10,1,2024-10-03 00:00:00+00:00,2024-10-03 03:00:00+03:00,3,2024-10-02
sensor.lounge_airq_pm_10,1,2024-10-03 01:00:00+00:00,2024-10-03 04:00:00+03:00,4,2024-10-02
sensor.lounge_airq_pm_10,1,2024-10-03 02:00:00+00:00,2024-10-03 05:00:00+03:00,5,2024-10-02
sensor.lounge_airq_pm_10,1,2024-10-03 03:00:00+00:00,2024-10-03 06:00:00+03:00,6,2024-10-02
sensor.lounge_airq_pm_10,2,2024-10-08 19:00:00+00:00,2024-10-08 22:00:00+03:00,22,2024-10-08
sensor.lounge_airq_pm_10,2,2024-10-08 20:00:00+00:00,2024-10-08 23:00:00+03:00,23,2024-10-08
sensor.lounge_airq_pm_10,1,2024-10-08 21:00:00+00:00,2024-10-09 00:00:00+03:00,0,2024-10-08
sensor.lounge_airq_pm_10,1,2024-10-08 22:00:00+00:00,2024-10-09 01:00:00+03:00,1,2024-10-08
sensor.lounge_airq_pm_10,3,2024-10-08 23:00:00+00:00,2024-10-09 02:00:00+03:00,2,2024-10-08
sensor.lounge_airq_pm_10,7,2024-10-09 00:00:00+00:00,2024-10-09 03:00:00+03:00,3,2024-10-08
sensor.lounge_airq_pm_10,4,2024-10-09 01:00:00+00:00,2024-10-09 04:00:00+03:00,4,2024-10-08
sensor.lounge_airq_pm_10,3,2024-10-09 02:00:00+00:00,2024-10-09 05:00:00+03:00,5,2024-10-08
sensor.lounge_airq_pm_10,2,2024-10-09 03:00:00+00:00,2024-10-09 06:00:00+03:00,6,2024-10-08
sensor.lounge_airq_pm_10,4,2024-10-09 19:00:00+00:00,2024-10-09 22:00:00+03:00,22,2024-10-09
sensor.lounge_airq_pm_10,1,2024-10-09 20:00:00+00:00,2024-10-09 23:00:00+03:00,23,2024-10-09
sensor.lounge_airq_pm_10,1,2024-10-09 21:00:00+00:00,2024-10-10 00:00:00+03:00,0,2024-10-09
sensor.lounge_airq_pm_10,2,2024-10-09 22:00:00+00:00,2024-10-10 01:00:00+03:00,1,2024-10-09
sensor.lounge_airq_pm_10,1,2024-10-09 23:00:00+00:00,2024-10-10 02:00:00+03:00,2,2024-10-09
sensor.lounge_airq_pm_10,1,2024-10-10 00:00:00+00:00,2024-10-10 03:00:00+03:00,3,2024-10-09
sensor.lounge_airq_pm_10,1,2024-10-10 01:00:00+00:00,2024-10-10 04:00:00+03:00,4,2024-10-09
sensor.lounge_airq_pm_10,1,2024-10-10 02:00:00+00:00,2024-10-10 05:00:00+03:00,5,2024-10-09
sensor.lounge_airq_pm_10,2,2024-10-10 03:00:00+00:00,2024-10-10 06:00:00+03:00,6,2024-10-09
sensor.lounge_airq_pm_10,2,2024-11-09 20:00:00+00:00,2024-11-09 22:00:00+02:00,22,2024-11-09
sensor.lounge_airq_pm_10,2,2024-11-09 21:00:00+00:00,2024-11-09 23:00:00+02:00,23,2024-11-09
sensor.lounge_airq_pm_10,1,2024-11-09 22:00:00+00:00,2024-11-10 00:00:00+02:00,0,2024-11-09
sensor.lounge_airq_pm_10,1,2024-11-09 23:00:00+00:00,2024-11-10 01:00:00+02:00,1,2024-11-09
sensor.lounge_airq_pm_10,1,2024-11-10 00:00:00+00:00,2024-11-10 02:00:00+02:00,2,2024-11-09
sensor.lounge_airq_pm_10,2,2024-11-10 01:00:00+00:00,2024-11-10 03:00:00+02:00,3,2024-11-09
sensor.lounge_airq_pm_10,2,2024-11-10 02:00:00+00:00,2024-11-10 04:00:00+02:00,4,2024-11-09
sensor.lounge_airq_pm_10,2,2024-11-10 03:00:00+00:00,2024-11-10 05:00:00+02:00,5,2024-11-09
sensor.lounge_airq_pm_10,2,2024-11-10 04:00:00+00:00,2024-11-10 06:00:00+02:00,6,2024-11-09
sensor.lounge_airq_pm_10,2,2024-11-10 20:00:00+00:00,2024-11-10 22:00:00+02:00,22,2024-11-10
sensor.lounge_airq_pm_10,2,2024-11-10 21:00:00+00:00,2024-11-10 23:00:00+02:00,23,2024-11-10
sensor.lounge_airq_pm_10,2,2024-11-10 22:00:00+00:00,2024-11-11 00:00:00+02:00,0,2024-11-10
sensor.lounge_airq_pm_10,2,2024-11-10 23:00:00+00:00,2024-11-11 01:00:00+02:00,1,2024-11-10
sensor.lounge_airq_pm_10,2,2024-11-11 00:00:00+00:00,2024-11-11 02:00:00+02:00,2,2024-11-10
sensor.lounge_airq_pm_10,2,2024-11-11 01:00:00+00:00,2024-11-11 03:00:00+02:00,3,2024-11-10
sensor.lounge_airq_pm_10,1,2024-11-11 02:00:00+00:00,2024-11-11 04:00:00+02:00,4,2024-11-10
sensor.lounge_airq_pm_10,1,2024-11-11 03:00:00+00:00,2024-11-11 05:00:00+02:00,5,2024-11-10
sensor.lounge_airq_pm_10,1,2024-11-11 04:00:00+00:00,2024-11-11 06:00:00+02:00,6,2024-11-10
sensor.lounge_airq_pm_10,1,2024-11-11 20:00:00+00:00,2024-11-11 22:00:00+02:00,22,2024-11-11
sensor.lounge_airq_pm_10,2,2024-11-11 21:00:00+00:00,2024-11-11 23:00:00+02:00,23,2024-11-11
sensor.lounge_airq_pm_10,1,2024-11-11 22:00:00+00:00,2024-11-12 00:00:00+02:00,0,2024-11-11
sensor.lounge_airq_pm_10,1,2024-11-11 23:00:00+00:00,2024-11-12 01:00:00+02:00,1,2024-11-11
sensor.lounge_airq_pm_10,1,2024-11-12 00:00:00+00:00,2024-11-12 02:00:00+02:00,2,2024-11-11
sensor.lounge_airq_pm_10,1,2024-11-12 01:00:00+00:00,2024-11-12 03:00:00+02:00,3,2024-11-11
sensor.lounge_airq_pm_10,1,2024-11-12 02:00:00+00:00,2024-11-12 04:00:00+02:00,4,2024-11-11
sensor.lounge_airq_pm_10,1,2024-11-12 03:00:00+00:00,2024-11-12 05:00:00+02:00,5,2024-11-11
sensor.lounge_airq_pm_10,1,2024-11-12 04:00:00+00:00,2024-11-12 06:00:00+02:00,6,2024-11-11
sensor.lounge_airq_pm_10,2,2024-11-12 20:00:00+00:00,2024-11-12 22:00:00+02:00,22,2024-11-12
sensor.lounge_airq_pm_10,1,2024-11-12 21:00:00+00:00,2024-11-12 23:00:00+02:00,23,2024-11-12
sensor.lounge_airq_pm_10,2,2024-11-12 22:00:00+00:00,2024-11-13 00:00:00+02:00,0,2024-11-12
sensor.lounge_airq_pm_10,2,2024-11-12 23:00:00+00:00,2024-11-13 01:00:00+02:00,1,2024-11-12
sensor.lounge_airq_pm_10,1,2024-11-13 00:00:00+00:00,2024-11-13 02:00:00+02:00,2,2024-11-12
sensor.lounge_airq_pm_10,1,2024-11-13 01:00:00+00:00,2024-11-13 03:00:00+02:00,3,2024-11-12
sensor.lounge_airq_pm_10,1,2024-11-13 02:00:00+00:00,2024-11-13 04:00:00+02:00,4,2024-11-12
sensor.lounge_airq_pm_10,1,2024-11-13 03:00:00+00:00,2024-11-13 05:00:00+02:00,5,2024-11-12
sensor.lounge_airq_pm_10,1,2024-11-13 04:00:00+00:00,2024-11-13 06:00:00+02:00,6,2024-11-12
sensor.lounge_airq_pm_10,1,2024-11-13 20:00:00+00:00,2024-11-13 22:00:00+02:00,22,2024-11-13
sensor.lounge_airq_pm_10,1,2024-11-13 21:00:00+00:00,2024-11-13 23:00:00+02:00,23,2024-11-13
sensor.lounge_airq_pm_10,1,2024-11-13 22:00:00+00:00,2024-11-14 00:00:00+02:00,0,2024-11-13
sensor.lounge_airq_pm_10,1,2024-11-13 23:00:00+00:00,2024-11-14 01:00:00+02:00,1,2024-11-13
sensor.lounge_airq_pm_10,1,2024-11-14 00:00:00+00:00,2024-11-14 02:00:00+02:00,2,2024-11-13
sensor.lounge_airq_pm_10,1,2024-11-14 01:00:00+00:00,2024-11-14 03:00:00+02:00,3,2024-11-13
sensor.lounge_airq_pm_10,1,2024-11-14 02:00:00+00:00,2024-11-14 04:00:00+02:00,4,2024-11-13
sensor.lounge_airq_pm_10,1,2024-11-14 03:00:00+00:00,2024-11-14 05:00:00+02:00,5,2024-11-13
sensor.lounge_airq_pm_10,1,2024-11-14 04:00:00+00:00,2024-11-14 06:00:00+02:00,6,2024-11-13
sensor.lounge_airq_pm_10,2,2024-11-14 20:00:00+00:00,2024-11-14 22:00:00+02:00,22,2024-11-14
sensor.lounge_airq_pm_10,1,2024-11-14 21:00:00+00:00,2024-11-14 23:00:00+02:00,23,2024-11-14
sensor.lounge_airq_pm_10,1,2024-11-14 22:00:00+00:00,2024-11-15 00:00:00+02:00,0,2024-11-14
sensor.lounge_airq_pm_10,1,2024-11-14 23:00:00+00:00,2024-11-15 01:00:00+02:00,1,2024-11-14
sensor.lounge_airq_pm_10,1,2024-11-15 00:00:00+00:00,2024-11-15 02:00:00+02:00,2,2024-11-14
sensor.lounge_airq_pm_10,2,2024-11-15 01:00:00+00:00,2024-11-15 03:00:00+02:00,3,2024-11-14
sensor.lounge_airq_pm_10,2,2024-11-15 02:00:00+00:00,2024-11-15 04:00:00+02:00,4,2024-11-14
sensor.lounge_airq_pm_10,2,2024-11-15 03:00:00+00:00,2024-11-15 05:00:00+02:00,5,2024-11-14
sensor.lounge_airq_pm_10,2,2024-11-15 04:00:00+00:00,2024-11-15 06:00:00+02:00,6,2024-11-14
sensor.lounge_airq_pm_10,6,2024-11-19 20:00:00+00:00,2024-11-19 22:00:00+02:00,22,2024-11-19
sensor.lounge_airq_pm_10,4,2024-11-19 21:00:00+00:00,2024-11-19 23:00:00+02:00,23,2024-11-19
sensor.lounge_airq_pm_10,3,2024-11-19 22:00:00+00:00,2024-11-20 00:00:00+02:00,0,2024-11-19
sensor.lounge_airq_pm_10,2,2024-11-19 23:00:00+00:00,2024-11-20 01:00:00+02:00,1,2024-11-19
sensor.lounge_airq_pm_10,2,2024-11-20 00:00:00+00:00,2024-11-20 02:00:00+02:00,2,2024-11-19
sensor.lounge_airq_pm_10,2,2024-11-20 01:00:00+00:00,2024-11-20 03:00:00+02:00,3,2024-11-19
sensor.lounge_airq_pm_10,2,2024-11-20 02:00:00+00:00,2024-11-20 04:00:00+02:00,4,2024-11-19
sensor.lounge_airq_pm_10,2,2024-11-20 03:00:00+00:00,2024-11-20 05:00:00+02:00,5,2024-11-19
sensor.lounge_airq_pm_10,2,2024-11-20 04:00:00+00:00,2024-11-20 06:00:00+02:00,6,2024-11-19
sensor.lounge_airq_pm_10,1,2024-11-21 20:00:00+00:00,2024-11-21 22:00:00+02:00,22,2024-11-21
sensor.lounge_airq_pm_10,1,2024-11-21 21:00:00+00:00,2024-11-21 23:00:00+02:00,23,2024-11-21
sensor.lounge_airq_pm_10,1,2024-11-21 22:00:00+00:00,2024-11-22 00:00:00+02:00,0,2024-11-21
sensor.lounge_airq_pm_10,1,2024-11-21 23:00:00+00:00,2024-11-22 01:00:00+02:00,1,2024-11-21
sensor.lounge_airq_pm_10,1,2024-11-22 00:00:00+00:00,2024-11-22 02:00:00+02:00,2,2024-11-21
sensor.lounge_airq_pm_10,1,2024-11-22 01:00:00+00:00,2024-11-22 03:00:00+02:00,3,2024-11-21
sensor.lounge_airq_pm_10,1,2024-11-22 02:00:00+00:00,2024-11-22 04:00:00+02:00,4,2024-11-21
sensor.lounge_airq_pm_10,1,2024-11-22 03:00:00+00:00,2024-11-22 05:00:00+02:00,5,2024-11-21
sensor.lounge_airq_pm_10,1,2024-11-22 04:00:00+00:00,2024-11-22 06:00:00+02:00,6,2024-11-21
sensor.lounge_airq_pm_10,4,2024-11-26 20:00:00+00:00,2024-11-26 22:00:00+02:00,22,2024-11-26
sensor.lounge_airq_pm_10,4,2024-11-26 21:00:00+00:00,2024-11-26 23:00:00+02:00,23,2024-11-26
sensor.lounge_airq_pm_10,5,2024-11-26 22:00:00+00:00,2024-11-27 00:00:00+02:00,0,2024-11-26
sensor.lounge_airq_pm_10,5,2024-11-26 23:00:00+00:00,2024-11-27 01:00:00+02:00,1,2024-11-26
sensor.lounge_airq_pm_10,4,2024-11-27 00:00:00+00:00,2024-11-27 02:00:00+02:00,2,2024-11-26
sensor.lounge_airq_pm_10,4,2024-11-27 01:00:00+00:00,2024-11-27 03:00:00+02:00,3,2024-11-26
sensor.lounge_airq_pm_10,4,2024-11-27 02:00:00+00:00,2024-11-27 04:00:00+02:00,4,2024-11-26
sensor.lounge_airq_pm_10,4,2024-11-27 03:00:00+00:00,2024-11-27 05:00:00+02:00,5,2024-11-26
sensor.lounge_airq_pm_10,3,2024-11-27 04:00:00+00:00,2024-11-27 06:00:00+02:00,6,2024-11-26
sensor.lounge_airq_pm_10,3,2024-11-27 20:00:00+00:00,2024-11-27 22:00:00+02:00,22,2024-11-27
sensor.lounge_airq_pm_10,3,2024-11-27 21:00:00+00:00,2024-11-27 23:00:00+02:00,23,2024-11-27
sensor.lounge_airq_pm_10,3,2024-11-27 22:00:00+00:00,2024-11-28 00:00:00+02:00,0,2024-11-27
sensor.lounge_airq_pm_10,2,2024-11-27 23:00:00+00:00,2024-11-28 01:00:00+02:00,1,2024-11-27
sensor.lounge_airq_pm_10,2,2024-11-28 00:00:00+00:00,2024-11-28 02:00:00+02:00,2,2024-11-27
sensor.lounge_airq_pm_10,2,2024-11-28 01:00:00+00:00,2024-11-28 03:00:00+02:00,3,2024-11-27
sensor.lounge_airq_pm_10,2,2024-11-28 02:00:00+00:00,2024-11-28 04:00:00+02:00,4,2024-11-27
sensor.lounge_airq_pm_10,2,2024-11-28 03:00:00+00:00,2024-11-28 05:00:00+02:00,5,2024-11-27
sensor.lounge_airq_pm_10,2,2024-11-28 04:00:00+00:00,2024-11-28 06:00:00+02:00,6,2024-11-27
sensor.lounge_airq_pm_10,2,2024-11-28 20:00:00+00:00,2024-11-28 22:00:00+02:00,22,2024-11-28
sensor.lounge_airq_pm_10,2,2024-11-28 21:00:00+00:00,2024-11-28 23:00:00+02:00,23,2024-11-28
sensor.lounge_airq_pm_10,2,2024-11-28 22:00:00+00:00,2024-11-29 00:00:00+02:00,0,2024-11-28
sensor.lounge_airq_pm_10,1,2024-11-28 23:00:00+00:00,2024-11-29 01:00:00+02:00,1,2024-11-28
sensor.lounge_airq_pm_10,1,2024-11-29 00:00:00+00:00,2024-11-29 02:00:00+02:00,2,2024-11-28
sensor.lounge_airq_pm_10,1,2024-11-29 01:00:00+00:00,2024-11-29 03:00:00+02:00,3,2024-11-28
sensor.lounge_airq_pm_10,1,2024-11-29 02:00:00+00:00,2024-11-29 04:00:00+02:00,4,2024-11-28
sensor.lounge_airq_pm_10,1,2024-11-29 03:00:00+00:00,2024-11-29 05:00:00+02:00,5,2024-11-28
sensor.lounge_airq_pm_10,1,2024-11-29 04:00:00+00:00,2024-11-29 06:00:00+02:00,6,2024-11-28
sensor.lounge_airq_pm_10,1,2024-11-29 20:00:00+00:00,2024-11-29 22:00:00+02:00,22,2024-11-29
sensor.lounge_airq_pm_10,2,2024-11-29 21:00:00+00:00,2024-11-29 23:00:00+02:00,23,2024-11-29
sensor.lounge_airq_pm_10,2,2024-11-29 22:00:00+00:00,2024-11-30 00:00:00+02:00,0,2024-11-29
sensor.lounge_airq_pm_10,2,2024-11-29 23:00:00+00:00,2024-11-30 01:00:00+02:00,1,2024-11-29
sensor.lounge_airq_pm_10,2,2024-11-30 00:00:00+00:00,2024-11-30 02:00:00+02:00,2,2024-11-29
sensor.lounge_airq_pm_10,2,2024-11-30 01:00:00+00:00,2024-11-30 03:00:00+02:00,3,2024-11-29
sensor.lounge_airq_pm_10,1,2024-11-30 02:00:00+00:00,2024-11-30 04:00:00+02:00,4,2024-11-29
sensor.lounge_airq_pm_10,1,2024-11-30 03:00:00+00:00,2024-11-30 05:00:00+02:00,5,2024-11-29
sensor.lounge_airq_pm_10,1,2024-11-30 04:00:00+00:00,2024-11-30 06:00:00+02:00,6,2024-11-29
sensor.lounge_airq_pm_10,2,2024-11-30 20:00:00+00:00,2024-11-30 22:00:00+02:00,22,2024-11-30
sensor.lounge_airq_pm_10,3,2024-11-30 21:00:00+00:00,2024-11-30 23:00:00+02:00,23,2024-11-30
sensor.lounge_airq_pm_10,3,2024-11-30 22:00:00+00:00,2024-12-01 00:00:00+02:00,0,2024-11-30
sensor.lounge_airq_pm_10,3,2024-11-30 23:00:00+00:00,2024-12-01 01:00:00+02:00,1,2024-11-30
sensor.lounge_airq_pm_10,3,2024-12-01 00:00:00+00:00,2024-12-01 02:00:00+02:00,2,2024-11-30
sensor.lounge_airq_pm_10,3,2024-12-01 01:00:00+00:00,2024-12-01 03:00:00+02:00,3,2024-11-30
sensor.lounge_airq_pm_10,2,2024-12-01 02:00:00+00:00,2024-12-01 04:00:00+02:00,4,2024-11-30
sensor.lounge_airq_pm_10,2,2024-12-01 03:00:00+00:00,2024-12-01 05:00:00+02:00,5,2024-11-30
sensor.lounge_airq_pm_10,2,2024-12-01 04:00:00+00:00,2024-12-01 06:00:00+02:00,6,2024-11-30
sensor.lounge_airq_pm_10,4,2024-12-01 20:00:00+00:00,2024-12-01 22:00:00+02:00,22,2024-12-01
sensor.lounge_airq_pm_10,5,2024-12-01 21:00:00+00:00,2024-12-01 23:00:00+02:00,23,2024-12-01
sensor.lounge_airq_pm_10,7,2024-12-01 22:00:00+00:00,2024-12-02 00:00:00+02:00,0,2024-12-01
sensor.lounge_airq_pm_10,8,2024-12-01 23:00:00+00:00,2024-12-02 01:00:00+02:00,1,2024-12-01
sensor.lounge_airq_pm_10,8,2024-12-02 00:00:00+00:00,2024-12-02 02:00:00+02:00,2,2024-12-01
sensor.lounge_airq_pm_10,8,2024-12-02 01:00:00+00:00,2024-12-02 03:00:00+02:00,3,2024-12-01
sensor.lounge_airq_pm_10,8,2024-12-02 02:00:00+00:00,2024-12-02 04:00:00+02:00,4,2024-12-01
sensor.lounge_airq_pm_10,9,2024-12-02 03:00:00+00:00,2024-12-02 05:00:00+02:00,5,2024-12-01
sensor.lounge_airq_pm_10,11,2024-12-02 04:00:00+00:00,2024-12-02 06:00:00+02:00,6,2024-12-01
sensor.lounge_airq_pm_10,16,2024-12-02 20:00:00+00:00,2024-12-02 22:00:00+02:00,22,2024-12-02
sensor.lounge_airq_pm_10,12,2024-12-02 21:00:00+00:00,2024-12-02 23:00:00+02:00,23,2024-12-02
sensor.lounge_airq_pm_10,11,2024-12-02 22:00:00+00:00,2024-12-03 00:00:00+02:00,0,2024-12-02
sensor.lounge_airq_pm_10,11,2024-12-02 23:00:00+00:00,2024-12-03 01:00:00+02:00,1,2024-12-02
sensor.lounge_airq_pm_10,11,2024-12-03 00:00:00+00:00,2024-12-03 02:00:00+02:00,2,2024-12-02
sensor.lounge_airq_pm_10,10,2024-12-03 01:00:00+00:00,2024-12-03 03:00:00+02:00,3,2024-12-02
sensor.lounge_airq_pm_10,8,2024-12-03 02:00:00+00:00,2024-12-03 04:00:00+02:00,4,2024-12-02
sensor.lounge_airq_pm_10,6,2024-12-03 03:00:00+00:00,2024-12-03 05:00:00+02:00,5,2024-12-02
sensor.lounge_airq_pm_10,4,2024-12-03 04:00:00+00:00,2024-12-03 06:00:00+02:00,6,2024-12-02
sensor.lounge_airq_pm_10,1,2024-12-03 20:00:00+00:00,2024-12-03 22:00:00+02:00,22,2024-12-03
sensor.lounge_airq_pm_10,1,2024-12-03 21:00:00+00:00,2024-12-03 23:00:00+02:00,23,2024-12-03
sensor.lounge_airq_pm_10,1,2024-12-03 22:00:00+00:00,2024-12-04 00:00:00+02:00,0,2024-12-03
sensor.lounge_airq_pm_10,1,2024-12-03 23:00:00+00:00,2024-12-04 01:00:00+02:00,1,2024-12-03
sensor.lounge_airq_pm_10,1,2024-12-04 00:00:00+00:00,2024-12-04 02:00:00+02:00,2,2024-12-03
sensor.lounge_airq_pm_10,1,2024-12-04 01:00:00+00:00,2024-12-04 03:00:00+02:00,3,2024-12-03
sensor.lounge_airq_pm_10,1,2024-12-04 02:00:00+00:00,2024-12-04 04:00:00+02:00,4,2024-12-03
sensor.lounge_airq_pm_10,1,2024-12-04 03:00:00+00:00,2024-12-04 05:00:00+02:00,5,2024-12-03
sensor.lounge_airq_pm_10,0,2024-12-04 04:00:00+00:00,2024-12-04 06:00:00+02:00,6,2024-12-03
sensor.lounge_airq_pm_10,2,2024-12-04 20:00:00+00:00,2024-12-04 22:00:00+02:00,22,2024-12-04
sensor.lounge_airq_pm_10,2,2024-12-04 21:00:00+00:00,2024-12-04 23:00:00+02:00,23,2024-12-04
sensor.lounge_airq_pm_10,3,2024-12-04 22:00:00+00:00,2024-12-05 00:00:00+02:00,0,2024-12-04
sensor.lounge_airq_pm_10,2,2024-12-04 23:00:00+00:00,2024-12-05 01:00:00+02:00,1,2024-12-04
sensor.lounge_airq_pm_10,2,2024-12-05 00:00:00+00:00,2024-12-05 02:00:00+02:00,2,2024-12-04
sensor.lounge_airq_pm_10,2,2024-12-05 01:00:00+00:00,2024-12-05 03:00:00+02:00,3,2024-12-04
sensor.lounge_airq_pm_10,2,2024-12-05 02:00:00+00:00,2024-12-05 04:00:00+02:00,4,2024-12-04
sensor.lounge_airq_pm_10,2,2024-12-05 03:00:00+00:00,2024-12-05 05:00:00+02:00,5,2024-12-04
sensor.lounge_airq_pm_10,2,2024-12-05 04:00:00+00:00,2024-12-05 06:00:00+02:00,6,2024-12-04
sensor.lounge_airq_pm_10,1,2024-12-05 20:00:00+00:00,2024-12-05 22:00:00+02:00,22,2024-12-05
sensor.lounge_airq_pm_10,2,2024-12-05 21:00:00+00:00,2024-12-05 23:00:00+02:00,23,2024-12-05
sensor.lounge_airq_pm_10,2,2024-12-05 22:00:00+00:00,2024-12-06 00:00:00+02:00,0,2024-12-05
sensor.lounge_airq_pm_10,2,2024-12-05 23:00:00+00:00,2024-12-06 01:00:00+02:00,1,2024-12-05
sensor.lounge_airq_pm_10,2,2024-12-06 00:00:00+00:00,2024-12-06 02:00:00+02:00,2,2024-12-05
sensor.lounge_airq_pm_10,2,2024-12-06 01:00:00+00:00,2024-12-06 03:00:00+02:00,3,2024-12-05
sensor.lounge_airq_pm_10,2,2024-12-06 02:00:00+00:00,2024-12-06 04:00:00+02:00,4,2024-12-05
sensor.lounge_airq_pm_10,2,2024-12-06 03:00:00+00:00,2024-12-06 05:00:00+02:00,5,2024-12-05
sensor.lounge_airq_pm_10,2,2024-12-06 04:00:00+00:00,2024-12-06 06:00:00+02:00,6,2024-12-05
sensor.lounge_airq_pm_10,3,2024-12-06 20:00:00+00:00,2024-12-06 22:00:00+02:00,22,2024-12-06
sensor.lounge_airq_pm_10,4,2024-12-06 21:00:00+00:00,2024-12-06 23:00:00+02:00,23,2024-12-06
sensor.lounge_airq_pm_10,4,2024-12-06 22:00:00+00:00,2024-12-07 00:00:00+02:00,0,2024-12-06
sensor.lounge_airq_pm_10,4,2024-12-06 23:00:00+00:00,2024-12-07 01:00:00+02:00,1,2024-12-06
sensor.lounge_airq_pm_10,3,2024-12-07 00:00:00+00:00,2024-12-07 02:00:00+02:00,2,2024-12-06
sensor.lounge_airq_pm_10,3,2024-12-07 01:00:00+00:00,2024-12-07 03:00:00+02:00,3,2024-12-06
sensor.lounge_airq_pm_10,3,2024-12-07 02:00:00+00:00,2024-12-07 04:00:00+02:00,4,2024-12-06
sensor.lounge_airq_pm_10,3,2024-12-07 03:00:00+00:00,2024-12-07 05:00:00+02:00,5,2024-12-06
sensor.lounge_airq_pm_10,3,2024-12-07 04:00:00+00:00,2024-12-07 06:00:00+02:00,6,2024-12-06
sensor.lounge_airq_pm_10,4,2024-12-07 20:00:00+00:00,2024-12-07 22:00:00+02:00,22,2024-12-07
sensor.lounge_airq_pm_10,6,2024-12-07 21:00:00+00:00,2024-12-07 23:00:00+02:00,23,2024-12-07
sensor.lounge_airq_pm_10,6,2024-12-07 22:00:00+00:00,2024-12-08 00:00:00+02:00,0,2024-12-07
sensor.lounge_airq_pm_10,7,2024-12-07 23:00:00+00:00,2024-12-08 01:00:00+02:00,1,2024-12-07
sensor.lounge_airq_pm_10,7,2024-12-08 00:00:00+00:00,2024-12-08 02:00:00+02:00,2,2024-12-07
sensor.lounge_airq_pm_10,6,2024-12-08 01:00:00+00:00,2024-12-08 03:00:00+02:00,3,2024-12-07
sensor.lounge_airq_pm_10,6,2024-12-08 02:00:00+00:00,2024-12-08 04:00:00+02:00,4,2024-12-07
sensor.lounge_airq_pm_10,5,2024-12-08 03:00:00+00:00,2024-12-08 05:00:00+02:00,5,2024-12-07
sensor.lounge_airq_pm_10,5,2024-12-08 04:00:00+00:00,2024-12-08 06:00:00+02:00,6,2024-12-07
sensor.lounge_airq_pm_10,7,2024-12-08 20:00:00+00:00,2024-12-08 22:00:00+02:00,22,2024-12-08
sensor.lounge_airq_pm_10,11,2024-12-08 21:00:00+00:00,2024-12-08 23:00:00+02:00,23,2024-12-08
sensor.lounge_airq_pm_10,9,2024-12-08 22:00:00+00:00,2024-12-09 00:00:00+02:00,0,2024-12-08
sensor.lounge_airq_pm_10,7,2024-12-08 23:00:00+00:00,2024-12-09 01:00:00+02:00,1,2024-12-08
sensor.lounge_airq_pm_10,6,2024-12-09 00:00:00+00:00,2024-12-09 02:00:00+02:00,2,2024-12-08
sensor.lounge_airq_pm_10,6,2024-12-09 01:00:00+00:00,2024-12-09 03:00:00+02:00,3,2024-12-08
sensor.lounge_airq_pm_10,6,2024-12-09 02:00:00+00:00,2024-12-09 04:00:00+02:00,4,2024-12-08
sensor.lounge_airq_pm_10,5,2024-12-09 03:00:00+00:00,2024-12-09 05:00:00+02:00,5,2024-12-08
sensor.lounge_airq_pm_10,4,2024-12-09 04:00:00+00:00,2024-12-09 06:00:00+02:00,6,2024-12-08
sensor.lounge_airq_pm_10,3,2024-12-09 20:00:00+00:00,2024-12-09 22:00:00+02:00,22,2024-12-09
sensor.lounge_airq_pm_10,3,2024-12-09 21:00:00+00:00,2024-12-09 23:00:00+02:00,23,2024-12-09
sensor.lounge_airq_pm_10,3,2024-12-09 22:00:00+00:00,2024-12-10 00:00:00+02:00,0,2024-12-09
